x,y
18.33222174824166,18.98354254292391
23.332624846009214,23.90097644621934
23.343829610998455,23.850353353089005
23.413524225661433,23.840407551148992
23.278671941889815,23.907551925755516
23.25719818851048,23.916359538397355
23.349483737976673,23.895209430757568
23.35953779321927,23.876319581814272
23.30162896878527,23.90633654091946
23.305762299502536,23.90483303726469
23.30609088665868,23.915632275206054
23.258244137168763,23.9365931926096
23.25100893219854,23.910699414401517
23.265896500164985,23.91415768022208
23.27198276019993,23.924489801591182
23.236308387767373,23.921188760847585
23.259140498066568,23.94461685585001
23.357347649182888,23.891520440867225
23.30976223648052,23.889251892709595
23.258002436333804,23.924489258795507
23.32548689284987,23.873057270604427
23.252228351538644,23.918075448262687
23.264667602642096,23.913359577038804
23.318595990851087,23.867103904810097
23.313326378588492,23.90742807885038
23.326685595944728,23.901342914827488
23.25732113737355,23.908261670732486
23.273613665073245,23.899722642789424
23.289759589728522,23.908027780321877
23.30249714911925,23.8927275139388
23.36191838758895,23.836963499859397
23.278132147225538,23.91094534507269
23.41683118619061,23.863755680859494
23.427892084574893,23.867647721276796
23.42326980292654,23.862547319266728
23.437516441705966,23.870141832223418
23.46894565844329,23.813847976926844
23.660283797808113,23.77417511320242
23.606812795123194,23.770856154928435
23.71652677291545,23.743489868421356
23.704469436276874,23.72641113263052
23.7913814793732,23.690691422554284
23.724806101246543,23.691658141866526
23.711306689516412,23.72008778018283
23.904224613599066,23.69294981034505
23.84832235987407,23.6185116556497
24.014496636429183,23.61872303806553
24.021339158739035,23.656791466674445
23.81990761788302,23.668719519938534
23.814589314980562,23.692009831018787
23.953443615095875,23.62617272739861
23.89533685410297,23.625160326116
23.79903107742988,23.658910568930583
23.78449519840195,23.69099813422183
23.855776917343313,23.678469187067385
23.85052675284604,23.678054464076528
23.82556188989588,23.69763827522847
23.66372731061053,23.70064223957652
23.719260644146612,23.68641971903522
23.819673145895074,23.707339291041066
23.75705753670528,23.729744266187005
23.695611599556436,23.69945138905138
23.769253524990642,23.731085946479165
23.845001592892224,23.69422283219624
23.69516973249589,23.704733597237066
23.725957697657698,23.69189203597644
23.788462591325455,23.708260871479027
23.668699231370926,23.766912704495958
23.68040568657224,23.721275076144593
23.68689823564918,23.720193507685256
23.623586577745964,23.74932573840262
23.891915947400683,23.658991969376256
23.554360407603742,23.740549673691678
23.66090814121731,23.736282670580525
23.633476208680065,23.765608900203944
23.5930005820583,23.712841533010877
23.69472759502742,23.74299915810841
23.71260582116452,23.760981853156128
23.654930383383086,23.77961148765638
23.505998133880016,23.786017578585927
23.51308353192671,23.797756850784978
23.577527045857277,23.758237372006153
23.74735738368731,23.740102780934638
23.680471807450147,23.769402834578727
23.672456867125597,23.781573256668327
23.542002621005395,23.79278505989683
23.575976543491876,23.766568065942103
23.781367871577316,23.73448523861343
23.784545517021147,23.719501302297516
23.569950779547867,23.77295401386934
23.606893897440138,23.77418402037318
23.58022129883,23.77778639177838
23.61408007346597,23.74976206693959
23.742889738108126,23.73608429828459
23.568016852037292,23.753565374963486
23.682332692428268,23.7738316977926
23.613887254577133,23.758715804655164
23.616561676077655,23.766397616343752
23.761827435653043,23.739120306227043
23.58280746796676,23.76805307374698
23.612329921532663,23.747557973435306
23.51428660335406,23.790676600775374
23.716259091157028,23.74122422643764
23.5709571436308,23.76936242662656
23.59738157399483,23.774017245092658
23.61054307742184,23.781857339319117
23.672609202800945,23.732338740201207
23.70707914406824,23.753591220460425
23.68385820679181,23.750486717443888
23.56032001952648,23.741592097683423
23.526278079988707,23.7688063411214
23.67349365474193,23.77186337908417
23.54719763934678,23.78074107093318
23.52266583698911,23.788788012854805
23.701424954417668,23.7633177329519
23.695414472196823,23.774127490990992
23.684848792280803,23.765903675191183
23.589253850981606,23.785596721083177
23.534200382186285,23.784678177399332
23.656038681979922,23.783490499116823
23.49238480552998,23.828206452517342
23.639689817783733,23.759282136051098
23.531396303893263,23.77710433116524
23.535106250532657,23.787646860159324
23.658128775418415,23.792890897022435
23.553305122757397,23.82068922843004
23.74566880117973,23.7493838203127
23.690207434795653,23.768623740169648
23.636030078113347,23.785186166663788
23.50939182820632,23.822688728218285
23.631761338874604,23.730014443461926
23.523134322324527,23.784423520546877
23.593107422542374,23.78682745476962
23.620741615472905,23.759809039959418
23.608825325814838,23.79416539565444
23.563453684167452,23.770736418539855
23.544176218597563,23.77405427814866
23.621256290876122,23.785402323980428
23.522236646352894,23.76161325560227
23.565430507327942,23.75213079468558
23.535138099909286,23.76918247303963
23.686131277039813,23.75056886883577
23.55651405426851,23.770717505985203
23.458395607688985,23.79741378591553
23.465915655987576,23.798172571156492
23.448210116970188,23.827663848268863
23.53152065922321,23.809120948142052
23.505272571402163,23.740784896411988
23.477872806622806,23.766318436855826
23.500196966010925,23.800708055323543
23.538760851620115,23.734883826560488
23.563977349416806,23.77874237732408
23.513987607951247,23.78265095654695
23.64924073795889,23.74836905396439
23.60196794722742,23.76864535608837
23.61816095989383,23.777551352840433
23.501672753246904,23.778945108799746
23.45471791086681,23.787618379321163
23.60389721739925,23.768610196511467
23.542680814222752,23.790955406088045
23.51390980966479,23.75946410463069
23.43918681200285,23.816561285955643
23.430600259720624,23.831498054878082
23.451834441233622,23.813171257903814
23.494048707065446,23.78458276891962
23.474057745775642,23.801458772894566
23.509451725190843,23.764664673661304
23.467192006485924,23.817547071084277
23.565498018330675,23.79628913217382
23.491994049058757,23.777698255730616
23.4863424983848,23.792308576253987
23.61162720232454,23.786768291733836
23.643925084016868,23.776269806766212
23.436757812536904,23.80861688637849
23.522261873925867,23.781333290006568
23.39633340541336,23.818884462247365
23.38352101613715,23.817186757165963
23.407058299457066,23.813672725001535
23.43055284704685,23.823981589386893
23.47510780801994,23.851719536199457
23.43578133299392,23.876844498643134
23.497302667998664,23.823489435473807
23.472703137548155,23.7999837599
23.4993615532204,23.846360761388556
23.342699365600453,23.850168993239986
23.36547135371226,23.835195273755243
23.48122650139892,23.846362040163303
23.385107551315375,23.85166813758769
23.411742017196286,23.840377472240924
23.49936613972167,23.853396903001897
23.35313236159815,23.853800883747628
23.5353925859084,23.835734826951327
23.37475497865985,23.883471124740172
23.424967088390446,23.853888718959606
23.39327851613949,23.883731808100503
23.301003644326958,23.90991163764817
23.417738815231377,23.895453472236735
23.434088106798942,23.816599395231023
23.383006076128968,23.878294147248166
23.401647284197146,23.831768177920956
23.504551591418497,23.844717142099565
23.38389640792232,23.845559618268336
23.47152271057922,23.860526094746774
23.446863475044097,23.824390086105144
23.35241286130755,23.836007166044425
23.417303581694625,23.860059618987304
23.40253762394682,23.87752840197915
23.397999224029657,23.852091291111957
23.502312598167318,23.799038038351398
23.570132699106853,23.805508691007127
23.386564710078243,23.835568849136276
23.354847757391045,23.891077392711015
23.386940339435377,23.85403376222241
23.364052120046495,23.878561835649545
23.33518506622914,23.88486367433726
23.267306154880934,23.912260454725644
23.45743816846029,23.81508207087626
23.451873156780444,23.853339374629286
23.449727714692163,23.820679219776007
23.48679591728608,23.78330725773007
23.571435833183173,23.788227282932255
23.479460020526673,23.818263209264465
23.50839147759271,23.797789273717925
23.47490060366574,23.795458010584678
23.50466634434511,23.81246229573816
23.612241039763326,23.783966001702304
23.39898670324711,23.87391066107057
23.515343794575806,23.822585864564818
23.590009416001738,23.7986707262623
23.455958315646974,23.864059325087997
23.405219581241568,23.83356984499923
23.41131091658924,23.8555244169256
23.49578544408733,23.840305414699667
23.429650370066405,23.838581496603954
23.47483949757531,23.80453859987439
23.417639496142392,23.828950815577894
23.37887628695802,23.888142918811678
23.54047887131281,23.80201958988493
23.424551509397535,23.82832120989993
23.411838929474634,23.830140684869818
23.460977821165912,23.79856147311642
23.51237561292038,23.820288304495286
23.4273398451334,23.849060114046733
23.453620080834437,23.79992736201429
23.41542250208516,23.856630985023642
23.374990559617732,23.836933821418363
23.410584716610312,23.827945381457287
23.456222183588373,23.814542763451705
23.523235724338587,23.805186834072895
23.508137958862413,23.818961093953195
23.500044079971868,23.806191540532325
23.403469833002042,23.824230534828466
23.329144214430087,23.85828754535235
23.429643170406358,23.804812414698432
23.445603109998842,23.860097396719862
23.468929276229215,23.866900497986812
23.450894777603015,23.80094419436513
23.387409522427966,23.84277041311846
23.367417908915353,23.883235720739833
23.496287342821706,23.791943097802985
23.462244138300335,23.834933346838227
23.43063758448123,23.84241661246185
23.37396310518555,23.882551632529985
23.43712652229976,23.819191485428995
23.405125462450595,23.836166540379654
23.357518222417024,23.847233290264978
23.39187189632523,23.823484687989318
23.405839819793517,23.85869629318272
23.351926860698136,23.885889241418173
23.3474885247781,23.892372135636098
23.244902180485568,23.907115565969875
23.277984104412326,23.892914181508615
23.2974394523663,23.902950712547256
23.432091213612704,23.83489715048872
23.50596849169311,23.828820634127545
23.450695461668563,23.819699093504713
23.468574879461446,23.82233135985244
23.460437869745977,23.831027243236008
23.372489420710323,23.845184581871813
23.270626874951006,23.89811018195669
23.23806464369154,23.91996528286281
23.280823381936575,23.89361853021944
23.246218384527985,23.923379030328146
23.29678988811456,23.904196289611722
23.31261213268597,23.89736087221202
23.284778175952816,23.877438800387164
23.269510468068525,23.87084523817774
23.31139274803753,23.892956415723695
23.301584700243097,23.860609591971322
23.31395083278579,23.854069490713126
23.29050435594566,23.863423412449023
23.265208497138122,23.865289232340334
23.283202698357446,23.904694233651924
23.36770721110595,23.871084685073892
23.35661607421954,23.879717480500485
23.317771584761058,23.869837384013696
23.286951805279905,23.877908755132896
23.452527154634893,23.810966942665285
23.363204525885738,23.88998223376866
23.30507912707889,23.901357897970126
23.355003822738144,23.88252960808999
23.357193127203885,23.856608283406928
23.377842842429406,23.85333560993871
23.30535327159976,23.90539406592775
23.358371403255134,23.83835889421643
23.264873074463832,23.921098586368505
23.345167068114122,23.860367175023203
23.284279389713454,23.910790554647154
23.34043412853999,23.82902955186197
23.35331173913794,23.886857025408844
23.343184930169084,23.891164710464317
23.368444936187657,23.8479548644455
23.536286519078484,23.837333723888833
23.388673329075473,23.839718318430034
23.380645888428454,23.847160499040577
23.463801767215895,23.84679982394577
23.471362249060512,23.857955914323306
23.398658766579803,23.819691243375715
23.41765939695899,23.80675843303863
23.49757166587365,23.82502728667596
23.378238338409922,23.83300805517499
23.292250963087263,23.90095516305946
23.283383141408653,23.90460223359359
23.27445690056141,23.90085139216483
23.335714527191342,23.845652597700767
23.36245332325292,23.854062474844984
23.308294949308284,23.86366107349765
23.34471967564687,23.862482162929684
23.383733809517246,23.80298665094505
23.448979318560554,23.853418978059366
23.31157982486346,23.88402147495885
23.324390300390164,23.89272926475638
23.368259777744772,23.821462760606583
23.434946137018095,23.839415853943983
23.387655903649453,23.87381890119261
23.310274202132995,23.86963215700646
23.413621963835137,23.823051240904455
23.326283147072886,23.891461049810978
23.348199103998834,23.851322992694865
23.460439467995744,23.83056011781834
23.461694383063502,23.801622163046595
23.43138865773908,23.83223419053321
23.43245274807308,23.801183512409466
23.34561717044453,23.835505523710292
23.36899199857376,23.83017488233942
23.35706557605071,23.83434435210676
23.455014709564,23.82129272827037
23.318470232679477,23.863575102528564
23.31879572355203,23.896765373296667
23.265637216277913,23.91378936998805
23.386867931578475,23.81728235341688
23.445860104594097,23.864902103518123
23.40257555900358,23.865078014647906
23.50364824907815,23.821971969486
23.382435216195994,23.847604239141294
23.38953274816684,23.857434384360754
23.447703767531607,23.788575740583052
23.4251222773648,23.816299284523836
23.385087540193243,23.87319519389536
23.43490491040101,23.856706971719625
23.357830413645054,23.853992387512555
23.422680620124023,23.80624708767935
23.441801051218782,23.80419681342349
23.427504854133133,23.854008728446242
23.43948736834793,23.85465409981621
23.4239827880207,23.853480896947037
23.398304839956328,23.879693140873545
23.300717800881525,23.896375891681615
23.342431313980562,23.858435513430706
23.349415376459763,23.845941548109753
23.277759141614595,23.913389586080815
23.33019884383559,23.867182215199254
23.32804107587859,23.89595023862118
23.27247737359596,23.942826901707285
23.329007159725407,23.917424717751192
23.337816670451225,23.903120515471787
23.26456880159635,23.933216131478687
23.218722748657502,23.928418077836426
23.216476604224482,23.92912629214141
23.2483964496357,23.92583381087379
23.237502539621666,23.917859338070468
23.21999329576093,23.928125942698596
23.328542377550765,23.915385930177983
23.276360155090632,23.927513434172614
23.25139279158001,23.948724254225915
23.224395343035688,23.9339921766181
