scorer,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000,DLC_mobnet_100_eyetrackingFeb26shuffle1_100000
bodyparts,left_pupil,left_pupil,left_pupil,right_pupil,right_pupil,right_pupil,corner_left,corner_left,corner_left,corner_right,corner_right,corner_right
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,295.4220275878906,227.65606689453125,0.9999697208404541,354.3966064453125,225.95944213867188,0.9999653100967407,282.0819091796875,228.68792724609375,0.9998796582221985,367.0548095703125,224.2354736328125,0.9999697804450989
