timestamp,x,y
2025-02-24T18:41:57.2864969-05:00,16,15
2025-02-24T18:41:58.6795674-05:00,34,25
2025-02-24T18:42:00.0377789-05:00,22,28
2025-02-24T18:42:01.2715019-05:00,34,11
2025-02-24T18:42:02.4094151-05:00,6,21
2025-02-24T18:42:03.5607883-05:00,49,18
2025-02-24T18:42:05.0615175-05:00,12,17
2025-02-24T18:42:06.4182383-05:00,21,29
2025-02-24T18:42:07.5782113-05:00,28,19
2025-02-24T18:42:08.7355460-05:00,35,22
2025-02-24T18:42:10.4925089-05:00,34,24
2025-02-24T18:42:13.3262347-05:00,24,8
2025-02-24T18:42:14.5476785-05:00,22,24
2025-02-24T18:42:16.9688347-05:00,15,16
2025-02-24T18:42:18.3581388-05:00,20,27
2025-02-24T18:42:19.3748501-05:00,12,24
2025-02-24T18:42:20.5272145-05:00,38,5
2025-02-24T19:58:22.5477488-05:00,26,27
2025-02-24T19:58:23.7901256-05:00,34,29
2025-02-24T19:58:24.9618443-05:00,26,13
2025-02-24T19:58:26.1939406-05:00,33,24
2025-02-24T19:58:27.4232287-05:00,24,18
2025-02-24T20:04:13.1498142-05:00,16,16
2025-02-24T20:04:14.7368850-05:00,23,18
2025-02-24T20:04:15.8371796-05:00,43,39
2025-02-24T20:04:16.9445802-05:00,14,27
2025-02-24T20:04:18.1782337-05:00,34,25
2025-02-24T20:04:19.2123565-05:00,34,9
2025-02-24T20:04:20.3054439-05:00,24,25
2025-02-24T20:04:21.5327124-05:00,19,13
2025-02-24T20:04:22.6862666-05:00,38,20
2025-02-24T20:04:23.7635387-05:00,39,26
2025-02-24T20:04:24.8753162-05:00,23,11
2025-02-24T20:04:26.3882203-05:00,20,33
2025-02-24T20:04:27.7863269-05:00,22,25
2025-02-24T20:04:29.1529721-05:00,18,20
2025-02-24T20:04:30.8570682-05:00,31,28
2025-02-24T20:04:32.1448755-05:00,15,12
2025-02-24T20:04:33.5288906-05:00,26,27
2025-02-24T20:04:34.8775658-05:00,19,22
2025-02-24T20:04:35.9952186-05:00,26,16
2025-02-24T20:04:37.3673000-05:00,30,14
2025-02-24T20:04:41.2433935-05:00,38,25
2025-02-24T20:04:43.2601098-05:00,36,10
2025-02-24T20:04:44.2751029-05:00,7,32
2025-02-24T20:04:45.9496900-05:00,18,22
2025-02-24T20:04:47.0959167-05:00,36,11
2025-02-24T20:04:48.0713576-05:00,36,29
2025-02-24T20:04:49.5261505-05:00,15,15
2025-02-24T20:04:50.8543493-05:00,11,36
2025-02-24T20:04:51.8483671-05:00,26,24
2025-02-24T20:04:53.0177128-05:00,29,12
2025-02-24T20:04:54.4403652-05:00,31,31
2025-02-24T20:05:00.9370157-05:00,23,20
2025-02-24T20:05:02.5101347-05:00,37,22
